"com.moez.QKSMS.ui.popup.QKReplyActivity","<android.media.MediaPlayer: void stop()>","<android.app.NotificationManager: void notify(int,android.app.Notification)>","<android.media.MediaPlayer: void release()>","<android.telephony.SmsManager: void sendMultipartTextMessage(java.lang.String,java.lang.String,java.util.ArrayList,java.util.ArrayList,java.util.ArrayList)>","<java.net.DatagramSocket: void <init>(int)>","<java.lang.reflect.Method: java.lang.Object invoke(java.lang.Object,java.lang.Object[])>","<java.net.ServerSocket: void <init>(int)>","<com.android.mms.transaction.MmsMessageSender: boolean sendMessage(long)>","<android.telephony.TelephonyManager: java.lang.String getLine1Number()>"
"com.moez.QKSMS.ui.compose.ComposeActivity","<android.media.MediaPlayer: void stop()>","<android.media.MediaPlayer: void release()>","<java.net.DatagramSocket: void <init>(int)>","<java.lang.reflect.Method: java.lang.Object invoke(java.lang.Object,java.lang.Object[])>","<java.net.ServerSocket: void <init>(int)>","<com.android.mms.transaction.MmsMessageSender: boolean sendMessage(long)>","<android.telephony.TelephonyManager: java.lang.String getLine1Number()>"
"com.moez.QKSMS.ui.messagelist.MessageListActivity","<android.telephony.SmsManager: void sendMultipartTextMessage(java.lang.String,java.lang.String,java.util.ArrayList,java.util.ArrayList,java.util.ArrayList)>","<java.net.DatagramSocket: void <init>(int)>","<java.lang.reflect.Method: java.lang.Object invoke(java.lang.Object,java.lang.Object[])>","<java.net.ServerSocket: void <init>(int)>"
"com.moez.QKSMS.ui.mms.SlideshowActivity","<android.telephony.SmsManager: void sendMultipartTextMessage(java.lang.String,java.lang.String,java.util.ArrayList,java.util.ArrayList,java.util.ArrayList)>","<java.lang.reflect.Method: java.lang.Object invoke(java.lang.Object,java.lang.Object[])>"
"com.moez.QKSMS.ui.welcome.WelcomeActivity","<android.telephony.SmsManager: void sendMultipartTextMessage(java.lang.String,java.lang.String,java.util.ArrayList,java.util.ArrayList,java.util.ArrayList)>","<java.lang.reflect.Method: java.lang.Object invoke(java.lang.Object,java.lang.Object[])>"
"com.moez.QKSMS.ui.settings.SettingsActivity","<android.media.MediaPlayer: void stop()>","<android.media.MediaPlayer: void release()>","<java.lang.reflect.Method: java.lang.Object invoke(java.lang.Object,java.lang.Object[])>"
"com.moez.QKSMS.ui.popup.QKComposeActivity","<android.media.MediaPlayer: void stop()>","<android.media.MediaPlayer: void release()>","<android.telephony.SmsManager: void sendMultipartTextMessage(java.lang.String,java.lang.String,java.util.ArrayList,java.util.ArrayList,java.util.ArrayList)>","<java.lang.reflect.Method: java.lang.Object invoke(java.lang.Object,java.lang.Object[])>","<com.android.mms.transaction.MmsMessageSender: boolean sendMessage(long)>","<android.telephony.TelephonyManager: java.lang.String getLine1Number()>"
"com.moez.QKSMS.ui.base.QKSwipeBackActivity","<java.lang.reflect.Method: java.lang.Object invoke(java.lang.Object,java.lang.Object[])>"
"com.moez.QKSMS.ui.search.SearchActivity","<android.media.MediaPlayer: void stop()>","<android.media.MediaPlayer: void release()>","<java.net.DatagramSocket: void <init>(int)>","<java.lang.reflect.Method: java.lang.Object invoke(java.lang.Object,java.lang.Object[])>","<java.net.ServerSocket: void <init>(int)>"
"com.moez.QKSMS.ui.MainActivity","<android.media.MediaPlayer: void stop()>","<android.app.NotificationManager: void notify(int,android.app.Notification)>","<android.media.MediaPlayer: void release()>","<android.telephony.SmsManager: void sendMultipartTextMessage(java.lang.String,java.lang.String,java.util.ArrayList,java.util.ArrayList,java.util.ArrayList)>","<java.net.DatagramSocket: void <init>(int)>","<java.lang.reflect.Method: java.lang.Object invoke(java.lang.Object,java.lang.Object[])>","<java.net.ServerSocket: void <init>(int)>"
